method,seed,evaluation_count,generation_or_sweep,algorithm,valid_population,unique_genotypes,unique_phenotypes,max_single_phenotype_fraction,evaluated_unique_genotypes_cumulative,nondominated_population,min_hpwl,min_congestion_top10,max_hpwl,max_congestion_top10,archive_size,decode_failures_cumulative,duplicate_rejections,replacement_count,elapsed_seconds,valid_evaluations_per_second
moead,1,3180,158,moead,20,7,7,0.35,3180,20,596104.9642857108,0.008066242560744286,687818.1785714255,0.00913108978420496,24,1,0,7,4992.400298619876,0.6367678491003254
moead,1,3200,159,moead,20,7,7,0.3,3200,20,596104.9642857108,0.008034206926822662,687683.6785714256,0.00913108978420496,25,1,0,2,5024.539004093967,0.6366753243219869
moead,1,3220,160,moead,20,8,8,0.3,3220,20,596104.9642857108,0.008034206926822662,687683.6785714256,0.00913108978420496,26,1,0,1,5056.5474987667985,0.636600368291815
moead,1,3240,161,moead,20,8,8,0.3,3240,19,596104.9642857108,0.008034206926822662,687683.6785714256,0.009196178056299686,26,1,0,2,5089.389742642874,0.6364220788321896
moead,1,3260,162,moead,20,9,9,0.3,3260,20,596104.9642857108,0.008034206926822662,687683.6785714256,0.00913108978420496,26,1,0,6,5121.450085385935,0.6363432125013891
moead,1,3280,163,moead,20,7,7,0.3,3280,20,596104.9642857108,0.008029039017856121,686290.2499999971,0.00913108978420496,24,1,0,14,5153.300413144985,0.6362912574698655
moead,1,3300,164,moead,20,7,7,0.35,3300,20,596104.9642857108,0.008029039017856121,686290.2499999971,0.00913108978420496,24,1,0,7,5185.996179502923,0.6361362187343934
moead,1,3320,165,moead,20,8,8,0.35,3320,20,596104.9642857108,0.008029039017856121,686290.2499999971,0.00913108978420496,23,1,0,9,5217.536262137815,0.6361239928671016
moead,1,3340,166,moead,20,9,9,0.35,3340,20,596104.9642857108,0.008029039017856121,686290.2499999971,0.00913108978420496,25,1,0,6,5249.609503646847,0.6360473093628074
moead,1,3360,167,moead,20,9,9,0.3,3360,20,596104.9642857108,0.008029039017856121,686290.2499999971,0.00913108978420496,25,1,0,9,5281.648747321917,0.6359756509183228
moead,1,3380,168,moead,20,8,8,0.35,3380,20,596104.9642857108,0.008029039017856121,686290.2499999971,0.00913108978420496,26,1,0,7,5313.707454953808,0.6359025273116722
moead,1,3400,169,moead,20,7,7,0.35,3400,20,596104.9642857108,0.008029039017856121,686290.2499999971,0.00913108978420496,25,1,0,3,5346.431546041975,0.6357511492906552
moead,1,3420,170,moead,20,7,7,0.35,3420,20,596104.9642857108,0.008029039017856121,686290.2499999971,0.00913108978420496,26,1,0,0,5378.998599917861,0.6356201691616371
moead,1,3440,171,moead,20,8,8,0.3,3440,16,596104.9642857108,0.008029039017856121,686290.2499999971,0.00913108978420496,24,1,0,4,5411.570503315888,0.6354901960332561
moead,1,3460,172,moead,20,8,8,0.3,3460,16,596104.9642857108,0.008029039017856121,686290.2499999971,0.00913108978420496,23,1,0,3,5443.280951208901,0.6354623307165119
moead,1,3480,173,moead,20,8,7,0.35,3480,20,595787.9107142817,0.008029039017856121,686290.2499999971,0.009158041328191757,23,1,0,8,5475.30841386877,0.6353979971589931
moead,1,3500,174,moead,20,8,7,0.35,3500,20,595787.9107142817,0.008029039017856121,686290.2499999971,0.009158041328191757,19,1,0,7,5507.403746216791,0.6353265824034734
moead,1,3520,175,moead,20,8,7,0.35,3520,20,595787.9107142817,0.008029039017856121,686290.2499999971,0.009158041328191757,20,1,0,6,5539.700187183917,0.6352329333889221
moead,1,3540,176,moead,20,8,7,0.35,3540,20,595787.9107142817,0.008029039017856121,686290.2499999971,0.009158041328191757,19,1,0,1,5571.652260454837,0.6351796261798823
moead,1,3560,177,moead,20,8,7,0.35,3560,20,595787.9107142817,0.008029039017856121,686290.2499999971,0.009158041328191757,19,1,0,1,5603.988850587979,0.635083347752661
moead,1,3580,178,moead,20,9,8,0.3,3580,17,595787.9107142817,0.008029039017856121,686290.2499999971,0.009158041328191757,19,1,0,4,5636.600954421796,0.6349571362138647
moead,1,3600,179,moead,20,8,8,0.3,3600,20,595787.9107142817,0.008021334186196327,685967.0357142828,0.009158041328191757,20,1,0,7,5669.242682367796,0.6348290594779855
moead,1,3620,180,moead,20,8,8,0.3,3620,20,595787.9107142817,0.008021334186196327,685967.0357142828,0.009158041328191757,18,1,0,0,5702.37866640999,0.6346474360459108
moead,1,3640,181,moead,20,8,8,0.3,3640,20,595787.9107142817,0.008021334186196327,685967.0357142828,0.009158041328191757,18,1,0,1,5735.068621074781,0.6345172552299877
moead,1,3660,182,moead,20,7,7,0.35,3660,17,595787.9107142817,0.008021334186196327,685967.0357142828,0.009158041328191757,12,1,0,13,5767.768226983957,0.6343874885404922
moead,1,3680,183,moead,20,7,7,0.35,3680,20,595787.9107142817,0.008021334186196327,685967.0357142828,0.009158041328191757,14,1,0,3,5799.4211093939375,0.6343736608539658
moead,1,3700,184,moead,20,7,7,0.35,3700,20,595787.9107142817,0.008021334186196327,685967.0357142828,0.009158041328191757,14,1,0,0,5831.650752814952,0.6342972439175106
moead,1,3720,185,moead,20,7,7,0.35,3720,19,595182.8928571385,0.008021334186196327,686669.5714285682,0.008924940600991249,10,1,0,3,5863.995575211942,0.6342092097955896
moead,1,3740,186,moead,20,8,8,0.35,3740,20,595182.8928571385,0.008021334186196327,685967.0357142828,0.008924940600991249,11,1,0,3,5895.714179538889,0.6341894953076629
moead,1,3760,187,moead,20,8,8,0.35,3760,20,594992.1785714243,0.008021334186196327,685967.0357142828,0.008927187882363796,12,1,0,1,5927.164512108779,0.63419869523119
moead,1,3780,188,moead,20,7,7,0.4,3780,20,594992.1785714243,0.008021334186196327,685967.0357142828,0.008927187882363796,10,1,0,10,5958.713687717915,0.6341972778100188
moead,1,3800,189,moead,20,7,7,0.4,3800,20,594992.1785714243,0.008021334186196327,685967.0357142828,0.008927187882363796,9,1,0,1,5990.3278059528675,0.6341889998448427
moead,1,3820,190,moead,20,7,7,0.4,3820,20,594992.1785714243,0.008021334186196327,685967.0357142828,0.008927187882363796,12,1,0,1,6021.679265542887,0.6342084710245185
moead,1,3840,191,moead,20,7,7,0.4,3840,20,594992.1785714243,0.008021334186196327,685967.0357142828,0.008927187882363796,13,1,0,1,6053.090380926849,0.6342214899180428
moead,1,3860,192,moead,20,7,7,0.4,3860,20,594992.1785714243,0.008021334186196327,685967.0357142828,0.008927187882363796,13,1,0,0,6084.470717038959,0.6342375827684159
moead,1,3880,193,moead,20,7,7,0.4,3880,20,594992.1785714243,0.008021334186196327,685967.0357142828,0.008927187882363796,15,1,0,0,6116.31648939685,0.634205245383324
moead,1,3900,194,moead,20,7,7,0.4,3900,20,594992.1785714243,0.008021334186196327,685967.0357142828,0.008927187882363796,16,1,0,0,6148.640352514805,0.6341239325219765
moead,1,3920,195,moead,20,7,7,0.4,3920,20,594992.1785714243,0.008021334186196327,685967.0357142828,0.008927187882363796,16,1,0,0,6179.62900483096,0.6341804656778424
moead,1,3940,196,moead,20,7,7,0.4,3940,20,594992.1785714243,0.008021334186196327,685967.0357142828,0.008927187882363796,16,1,0,0,6211.173629927915,0.6341796630865905
moead,1,3960,197,moead,20,7,7,0.4,3960,18,594992.1785714243,0.008021334186196327,685967.0357142828,0.008927187882363796,14,1,0,8,6243.568955694791,0.6340924602728982
moead,1,3980,198,moead,20,7,6,0.5,3980,20,594992.1785714243,0.008021334186196327,685967.0357142828,0.008927187882363796,15,1,0,2,6275.049597686855,0.6340985737334669
moead,1,4000,199,moead,20,8,7,0.5,4000,18,594992.1785714243,0.008021334186196327,685967.0357142828,0.008927187882363796,13,1,0,5,6306.311178700998,0.6341266529165679
moead,1,4020,200,moead,20,8,7,0.5,4020,20,594992.1785714243,0.008021334186196327,685967.0357142828,0.008927187882363796,14,1,0,2,6338.457039678935,0.6340659840148694
moead,1,4040,201,moead,20,8,7,0.5,4040,20,594992.1785714243,0.008021334186196327,685967.0357142828,0.008927187882363796,13,1,0,0,6369.697703644866,0.6340960258897066
moead,1,4060,202,moead,20,8,7,0.5,4060,20,594992.1785714243,0.008021334186196327,685967.0357142828,0.008927187882363796,13,1,0,0,6401.355724626919,0.6340844306440359
moead,1,4080,203,moead,20,8,7,0.5,4080,20,594992.1785714243,0.008021334186196327,685967.0357142828,0.008927187882363796,13,1,0,0,6433.178466225974,0.6340567141755273
moead,1,4100,204,moead,20,8,7,0.5,4100,20,594992.1785714243,0.008021334186196327,685967.0357142828,0.008927187882363796,14,1,0,0,6463.9798118670005,0.6341294557379009
moead,1,4120,205,moead,20,8,8,0.4,4120,20,594992.1785714243,0.008021334186196327,685967.0357142828,0.008927187882363796,15,1,0,11,6495.211618108908,0.6341594765774936
moead,1,4140,206,moead,20,6,6,0.4,4140,20,594992.1785714243,0.008021334186196327,685967.0357142828,0.008927187882363796,14,1,0,7,6526.542885170784,0.6341795454074753
moead,1,4160,207,moead,20,6,6,0.4,4160,20,594992.1785714243,0.008021334186196327,685967.0357142828,0.008927187882363796,15,1,0,0,6558.387818597956,0.6341497506759376
moead,1,4180,208,moead,20,6,6,0.4,4180,20,594992.1785714243,0.008021334186196327,685967.0357142828,0.008927187882363796,15,1,0,0,6589.8164067799225,0.6341603076681229
moead,1,4200,209,moead,20,6,6,0.4,4200,20,594992.1785714243,0.008021334186196327,685967.0357142828,0.008927187882363796,15,1,0,0,6620.696468271781,0.6342233056783038
moead,1,4220,210,moead,20,6,6,0.4,4220,20,594992.1785714243,0.008021334186196327,685967.0357142828,0.008927187882363796,15,1,0,7,6652.104998554802,0.6342353286541021
moead,1,4240,211,moead,20,6,6,0.4,4240,20,594992.1785714243,0.008021334186196327,685967.0357142828,0.008927187882363796,15,1,0,0,6684.198315460933,0.6341822608995532
moead,1,4260,212,moead,20,6,6,0.4,4260,20,594992.1785714243,0.008021334186196327,685967.0357142828,0.008927187882363796,15,1,0,0,6715.625467621954,0.634192603583079
moead,1,4280,213,moead,20,6,6,0.4,4280,20,594992.1785714243,0.008021334186196327,685967.0357142828,0.008927187882363796,15,1,0,0,6746.991507036844,0.6342085943842041
moead,1,4300,214,moead,20,6,6,0.4,4300,20,594992.1785714243,0.008021334186196327,685967.0357142828,0.008927187882363796,17,1,0,0,6778.733980503865,0.6341892176864056
moead,1,4320,215,moead,20,6,6,0.4,4320,20,594992.1785714243,0.008021334186196327,685967.0357142828,0.008927187882363796,18,1,0,0,6810.14431691682,0.634200950671682
moead,1,4340,216,moead,20,6,6,0.4,4340,20,594992.1785714243,0.008021334186196327,685967.0357142828,0.008927187882363796,16,1,0,0,6841.41109913378,0.6342258836849285
moead,1,4360,217,moead,20,6,6,0.4,4360,20,594992.1785714243,0.008021334186196327,685967.0357142828,0.008927187882363796,16,1,0,0,6874.033967221854,0.6341254670526006
moead,1,4380,218,moead,20,6,6,0.4,4380,20,594992.1785714243,0.008021334186196327,685967.0357142828,0.008927187882363796,11,1,0,10,6905.414873343892,0.6341400307320716
moead,1,4400,219,moead,20,6,6,0.4,4400,20,594992.1785714243,0.00801819283515215,682884.1964285686,0.008927187882363796,12,1,0,11,6936.23325140099,0.6342058925298516
moead,1,4420,220,moead,20,5,5,0.4,4420,20,594992.1785714243,0.007989730685949326,681930.8392857114,0.008927187882363796,11,1,0,8,6967.15950419195,0.6342613510342642
moead,1,4440,221,moead,20,5,5,0.4,4440,18,594992.1785714243,0.007989730685949326,681930.8392857114,0.008927187882363796,10,1,0,8,6999.347814635839,0.6342019453180942
moead,1,4460,222,moead,20,6,6,0.4,4460,18,594992.1785714243,0.007964572869241238,682208.2321428542,0.008927187882363796,10,1,0,4,7030.389915062813,0.6342464719412595
moead,1,4480,223,moead,20,6,6,0.4,4480,18,594992.1785714243,0.007964572869241238,682208.2321428542,0.008927187882363796,10,1,0,0,7062.138833731879,0.6342271237442016
moead,1,4500,224,moead,20,6,6,0.35,4500,16,594992.1785714243,0.007964572869241238,682208.2321428542,0.008927187882363796,9,1,0,8,7093.509615219897,0.6342417567669051
moead,1,4520,225,moead,20,6,6,0.35,4520,20,594976.821428567,0.007964572869241238,682208.2321428542,0.00876982044428587,9,1,0,7,7125.289476660779,0.6342198467588155
moead,1,4540,226,moead,20,7,6,0.4,4540,20,594976.821428567,0.007964572869241238,682208.2321428542,0.00876982044428587,9,1,0,2,7156.557156957919,0.6342435196771935
moead,1,4560,227,moead,20,7,6,0.4,4560,20,594976.821428567,0.007964572869241238,682208.2321428542,0.00876982044428587,9,1,0,0,7187.812049878994,0.6342681150207246
moead,1,4580,228,moead,20,7,6,0.4,4580,20,594538.9107142818,0.007963666692376137,684306.2321428542,0.00864869449287653,10,1,0,3,7219.025024794973,0.6342961804776467
moead,1,4600,229,moead,20,5,4,0.5,4600,20,594538.9107142818,0.007963666692376137,684306.2321428542,0.00864869449287653,9,1,0,20,7250.036371988943,0.6343416452045096
moead,1,4620,230,moead,20,5,4,0.5,4620,20,594538.9107142818,0.007963666692376137,684306.2321428542,0.00864869449287653,11,1,0,0,7281.132232036907,0.6343793592535577
moead,1,4640,231,moead,20,5,4,0.5,4640,20,594538.9107142818,0.007963666692376137,684306.2321428542,0.00864869449287653,12,1,0,0,7312.547481342917,0.6343890431940236
moead,1,4660,232,moead,20,5,4,0.5,4660,20,594538.9107142818,0.007963666692376137,684306.2321428542,0.00864869449287653,12,1,0,0,7343.9584241868,0.6343990162928916
moead,1,4680,233,moead,20,5,4,0.5,4680,20,594458.1249999962,0.007963666692376137,684306.2321428542,0.008652504533529282,16,1,0,1,7375.97728407383,0.6343566174075497
moead,1,4700,234,moead,20,5,4,0.5,4700,20,594458.1249999962,0.007963666692376137,684306.2321428542,0.008652504533529282,16,1,0,0,7408.06921051885,0.6343083287245489
moead,1,4720,235,moead,20,6,5,0.45,4720,20,594458.1249999962,0.007963666692376137,684306.2321428542,0.008652504533529282,17,1,0,1,7439.917836627923,0.6342811982099583
moead,1,4740,236,moead,20,6,5,0.45,4740,20,594458.1249999962,0.007963666692376137,684306.2321428542,0.008652504533529282,17,1,0,0,7470.9726094699,0.6343216938037006
moead,1,4760,237,moead,20,6,6,0.45,4760,20,594283.7321428527,0.007963666692376137,684306.2321428542,0.008729196153581142,18,1,0,2,7501.664038116811,0.634392579542216
moead,1,4780,238,moead,20,6,6,0.45,4780,20,594093.0178571385,0.007963666692376137,684306.2321428542,0.00875116977840662,16,1,0,1,7532.3439966489095,0.634463853765328
moead,1,4800,239,moead,20,6,6,0.45,4800,20,594093.0178571385,0.007963666692376137,684306.2321428542,0.00875116977840662,16,1,0,0,7563.700485080946,0.6344777942312507
moead,1,4820,240,moead,20,5,4,0.55,4820,20,594093.0178571385,0.007963666692376137,684306.2321428542,0.00875116977840662,13,1,0,11,7595.298349989811,0.6344714556218143
moead,1,4840,241,moead,20,5,4,0.55,4840,20,593949.8214285672,0.007963666692376137,684306.2321428542,0.008700322359800339,15,1,0,1,7627.766819285927,0.6343927540843471
moead,1,4860,242,moead,20,5,4,0.55,4860,20,593949.8214285672,0.007963666692376137,684306.2321428542,0.008700322359800339,15,1,0,0,7659.00837811199,0.63441633173899
moead,1,4880,243,moead,20,5,4,0.5,4880,20,593568.4999999958,0.00792930368334055,684002.3392857114,0.008681105449795723,17,1,0,4,7690.600012007868,0.6344108382157541
moead,1,4900,244,moead,20,6,5,0.5,4900,20,593568.4999999958,0.00792930368334055,684002.3392857114,0.008681105449795723,18,1,0,1,7721.424603087828,0.6344684111842355
moead,1,4920,245,moead,20,6,5,0.5,4920,20,593568.4999999958,0.00792930368334055,684002.3392857114,0.008681105449795723,19,1,0,0,7752.413167032879,0.6345121053297362
moead,1,4940,246,moead,20,6,5,0.5,4940,20,593473.0892857101,0.00792930368334055,684002.3392857114,0.00868301372975111,19,1,0,1,7783.823528896784,0.6345210656002647
moead,1,4960,247,moead,20,6,5,0.5,4960,20,593473.0892857101,0.00792930368334055,684002.3392857114,0.00868301372975111,20,1,0,0,7814.801253697835,0.6345650822090303
moead,1,4980,248,moead,20,6,5,0.5,4980,20,593473.0892857101,0.00792930368334055,684002.3392857114,0.00868301372975111,20,1,0,0,7845.800730847986,0.6346069917916284
moead,1,5000,249,moead,20,6,5,0.5,5000,20,593473.0892857101,0.00792930368334055,684002.3392857114,0.00868301372975111,20,1,0,0,7877.06802603486,0.6346269936323484
moead,1,5020,250,moead,20,6,5,0.5,5020,20,593473.0892857101,0.00792930368334055,684002.3392857114,0.00868301372975111,20,1,0,0,7908.223908326821,0.6346557783619827
moead,1,5040,251,moead,20,6,5,0.5,5040,20,593473.0892857101,0.00792930368334055,684002.3392857114,0.00868301372975111,20,1,0,0,7939.063471722882,0.6347096251274169
moead,1,5060,252,moead,20,6,5,0.5,5060,20,593473.0892857101,0.00792930368334055,684002.3392857114,0.00868301372975111,21,1,0,0,7969.941789533943,0.6347599685914186
moead,1,5080,253,moead,20,6,5,0.5,5080,20,593473.0892857101,0.00792930368334055,684002.3392857114,0.00868301372975111,21,1,0,0,8000.73013954889,0.6348170618696023
moead,1,5100,254,moead,20,6,5,0.5,5100,20,593473.0892857101,0.00792930368334055,684002.3392857114,0.00868301372975111,21,1,0,0,8031.490164922783,0.6348759564283203
moead,1,5120,255,moead,20,6,5,0.5,5120,20,593473.0892857101,0.00792930368334055,684002.3392857114,0.00868301372975111,21,1,0,0,8062.148032696918,0.6349424470053563
moead,1,5140,256,moead,20,6,5,0.5,5140,20,593473.0892857101,0.00792930368334055,684002.3392857114,0.00868301372975111,21,1,0,0,8093.037126541836,0.6349902909930057
moead,1,5160,257,moead,20,6,5,0.5,5160,20,593473.0892857101,0.00792930368334055,684002.3392857114,0.00868301372975111,21,1,0,0,8124.165311042918,0.6350190822665236
moead,1,5180,258,moead,20,6,5,0.5,5180,20,593473.0892857101,0.00792930368334055,684002.3392857114,0.00868301372975111,22,1,0,0,8155.0416912038345,0.6350672622049446
moead,1,5200,259,moead,20,6,5,0.5,5200,20,593473.0892857101,0.00792930368334055,684002.3392857114,0.00868301372975111,20,1,0,0,8185.9412861429155,0.6351132775409492
moead,1,5220,260,moead,20,6,5,0.5,5220,20,593473.0892857101,0.00792930368334055,684002.3392857114,0.00868301372975111,21,1,0,0,8217.09453696385,0.6351393398874511
moead,1,5240,261,moead,20,6,5,0.5,5240,20,593473.0892857101,0.00792930368334055,684002.3392857114,0.00868301372975111,21,1,0,0,8248.077190216864,0.6351783426825874
moead,1,5260,262,moead,20,6,5,0.5,5260,20,593473.0892857101,0.00792930368334055,684002.3392857114,0.00868301372975111,21,1,0,0,8278.67724532797,0.6352464100430888
moead,1,5280,263,moead,20,6,5,0.5,5280,20,593473.0892857101,0.00792930368334055,684002.3392857114,0.00868301372975111,21,1,0,0,8310.178036667872,0.6352451146903126
moead,1,5300,264,moead,20,6,5,0.5,5300,20,593473.0892857101,0.00792930368334055,684002.3392857114,0.00868301372975111,22,1,0,0,8341.209862649906,0.6352795442454637
moead,1,5320,265,moead,20,6,5,0.5,5320,20,593473.0892857101,0.00792930368334055,684002.3392857114,0.00868301372975111,22,1,0,0,8372.807441478828,0.6352707902548567
moead,1,5340,266,moead,20,6,5,0.5,5340,20,593473.0892857101,0.00792930368334055,684002.3392857114,0.00868301372975111,22,1,0,0,8405.199896854814,0.6352020255934459
moead,1,5360,267,moead,20,6,5,0.5,5360,20,593473.0892857101,0.00792930368334055,684002.3392857114,0.00868301372975111,22,1,0,0,8435.639300419949,0.6352808375452011
moead,1,5380,268,moead,20,5,4,0.5,5380,20,593473.0892857101,0.00792930368334055,684002.3392857114,0.00868301372975111,21,1,0,7,8466.986059828894,0.6352909951653685
moead,1,5400,269,moead,20,5,4,0.5,5400,20,593473.0892857101,0.00792930368334055,684002.3392857114,0.00868301372975111,18,1,0,0,8498.452721434878,0.6352921145731141
moead,1,5420,270,moead,20,5,4,0.5,5420,20,593473.0892857101,0.00792930368334055,684002.3392857114,0.00868301372975111,18,1,0,0,8530.79279652983,0.6352281820986615
